Blank,District Name,State Name [District] Latest available year,State,NCES ID,Total Schools,Lowest Grade Offered,Highest Grade Offered,Total Students,Phone,Zip,City
,WINDSOR SCHOOL DISTRICT,New Hampshire,NH,3307200,0,†,†,†,6034644466,3244,Hillsboro
,WINDSOR SCHOOL DISTRICT,Connecticut,CT,905220,6,Prekindergarten,12th Grade,3278,8606872000,6095,Windsor
,WINDSOR SOUTHEAST SUPERVISORY UNION,Vermont,VT,5099952,0,†,†,†,8026742144,5089,Windsor
,WINDSOR UNIFIED,California,CA,600034,8,Kindergarten,12th Grade,4700,7078377701,95492,Windsor
,WINDTHORST ISD,Texas,TX,4846080,3,Prekindergarten,12th Grade,434,9404236688,76389,WINDTHORST
,WINFIELD,Kansas,KS,2013050,6,Prekindergarten,12th Grade,2186,6202215100,67156,Winfield
,WINFIELD CITY,Alabama,AL,103540,3,Prekindergarten,12th Grade,1280,2054874255,35594,Winfield
,WINFIELD R-IV,Missouri,MO,2932190,4,Prekindergarten,12th Grade,1577,6366688188,63389,Winfield
,WINFIELD SD 34,Illinois,IL,1742720,2,Prekindergarten,8th Grade,292,6309094900,60190,Winfield
,WINFIELD TOWNSHIP,New Jersey,NJ,3418030,1,Prekindergarten,8th Grade,142,9084867410,7036,Winfield Twp
,WINFIELD-MT UNION COMM SCHOOL DISTRICT,Iowa,IA,1931830,2,Prekindergarten,12th Grade,412,3192577700,52659,Winfield
,WINFREE ACADEMY CHARTER SCHOOLS,Texas,TX,4800202,6,9th Grade,12th Grade,1276,9728693250,75006,CARROLLTON
,WING 28,North Dakota,ND,3820130,2,Prekindergarten,12th Grade,71,7019432319,58494,Wing
,WINGS ACADEMY 1,Ohio,OH,3900399,1,Kindergarten,8th Grade,194,2168120244,44104,Cleveland
,WINHALL SCHOOL DISTRICT,Vermont,VT,5009330,0,Prekindergarten,12th Grade,212,8023622452,5250,Sunderland
,WINIFRED K-12 SCHOOLS,Montana,MT,3028380,3,Prekindergarten,12th Grade,110,4064625349,59489,Winifred
,WINK-LOVING ISD,Texas,TX,4846170,2,Prekindergarten,12th Grade,403,4325273880,79789,WINK
,WINLOCK SCHOOL DISTRICT,Washington,WA,5309930,4,Prekindergarten,12th Grade,694,3607853582,98596,WINLOCK
,WINN PARISH,Louisiana,LA,2202010,6,Prekindergarten,12th Grade,1983,3186286936,71483,Winnfield
,WINNACUNNET COOP SCHOOL DISTRICT,New Hampshire,NH,3307230,1,9th Grade,13th Grade,1111,6039268992,3842,Hampton
,WINNACUNNET SAU OFFICE,New Hampshire,NH,3399921,0,†,†,†,6039268992,3842,Hampton
,WINNEBAGO COUNTY SPEC EDUC COOP,Illinois,IL,1742810,4,–,–,†,8156242615,61072,Rockton
,WINNEBAGO CUSD 323,Illinois,IL,1742790,4,Prekindergarten,12th Grade,1290,8153352456,61088,Winnebago
,WINNEBAGO PUBLIC SCHOOLS DISTRICT 17,Nebraska,NE,3178810,2,Prekindergarten,12th Grade,608,4028782224,68071,WINNEBAGO
,WINNECONNE COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,5516830,3,Prekindergarten,12th Grade,1761,9205825802,54986,Winneconne
,WINNER SCHOOL DISTRICT 59-2,South Dakota,SD,4679710,3,Kindergarten,12th Grade,710,6058428101,57580,Winner
,WINNETKA SD 36,Illinois,IL,1742840,5,Kindergarten,8th Grade,1692,8474469400,60093,Winnetka
,WINNETT K-12 SCHOOLS,Montana,MT,3028470,3,Prekindergarten,12th Grade,62,4064292251,59087,Winnett
,WINNISQUAM REGIONAL SAU OFFICE,New Hampshire,NH,3307290,0,†,†,†,6032864116,3276,Tilton
,WINNISQUAM REGIONAL SCHOOL DISTRICT,New Hampshire,NH,3307300,5,Prekindergarten,12th Grade,1318,6032864116,3276,Tilton
,WINNSBORO ISD,Texas,TX,4846200,4,Prekindergarten,12th Grade,1467,9033423737,75494,WINNSBORO
,WINONA AREA PUBLIC SCHOOL DISTRICT,Minnesota,MN,2744070,7,Prekindergarten,12th Grade,2634,5074940861,55987,WINONA
,WINONA ISD,Texas,TX,4846230,3,Prekindergarten,12th Grade,1053,9039394010,75792,WINONA
,WINONA R-III,Missouri,MO,2932220,2,Prekindergarten,12th Grade,472,5733258101,65588,WINONA
,WINONA-MONTGOMERY CONSOLIDATED,MISSISSIPPI,MS,2800196,3,Prekindergarten,12th Grade,1201,6622833731,38967,Winona
,WINOOSKI SCHOOL DISTRICT,Vermont,VT,5009360,3,Prekindergarten,12th Grade,791,8026553530,5404,Winooski
,WINOOSKI SUPERVISORY DISTRICT,Vermont,VT,5099917,0,†,†,†,8026550485,5404,Winooski
,WINSHIP COMMUNITY DISTRICT,CALIFORNIA,CA,602422,1,Kindergarten,8th Grade,100,6269321802,95957,Meridian
,WINSHIP-ROBBINS,California,CA,642900,1,Kindergarten,12th Grade,120,5307384386,95676,Robbins
,WINSIDE PUBLIC SCHOOLS,Nebraska,NE,3178840,2,Prekindergarten,12th Grade,241,4022864466,68790,WINSIDE
,WINSLOW SCHOOLS,Maine,ME,2313860,3,Prekindergarten,12th Grade,1094,2078721960,4901,Winslow
,WINSLOW TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3418060,8,Prekindergarten,12th Grade,4713,8567672850,8004,Atco
,WINSLOW UNIFIED DISTRICT (4387),Arizona,AZ,409460,5,Prekindergarten,12th Grade,1840,9282888101,86047,WINSLOW
,WINSTON COUNTY,Alabama,AL,103580,10,Prekindergarten,12th Grade,2272,2054895018,35553,Double Springs
,WINSTON R-VI,Missouri,MO,2932250,2,Prekindergarten,12th Grade,140,6603396462,64689,WINSTON
,WINSTON SALEM / FORSYTH COUNTY SCHOOLS,North Carolina,NC,3701500,79,Prekindergarten,12th Grade,51843,3367272816,27102,Winston Salem
,WINSTON-DILLARD SD 116,Oregon,OR,4113490,6,Prekindergarten,12th Grade,1363,5416793000,97496,Winston
,WINTER SCHOOL DISTRICT,Wisconsin,WI,5516860,3,Prekindergarten,12th Grade,245,7152663301,54896,Winter
,WINTER SPORTS SCHOOL,Utah,UT,4900168,1,9th Grade,12th Grade,112,4356498760,84098,PARK CITY
,WINTERFIELD VENTURE ACADEMY,Ohio,OH,3900302,1,Kindergarten,8th Grade,541,4195313285,43615,Toledo
,WINTERS ISD,Texas,TX,4846260,4,Prekindergarten,12th Grade,556,3257545574,79567,WINTERS
,WINTERS JOINT UNIFIED,California,CA,642930,5,Kindergarten,12th Grade,1528,5307956100,95694,Winters
,WINTERSET COMM SCHOOL DISTRICT,Iowa,IA,1931860,4,Prekindergarten,12th Grade,1713,5154622718,50273,Winterset
,WINTERVILLE CHARTER ACADEMY,NORTH CAROLINA,NC,3700396,1,Kindergarten,8th Grade,669,2526896153,28590,Winterville
,WINTERVILLE PLT PUBLIC SCHOOLS,MAINE,ME,2314825,0,Kindergarten,12th Grade,0,2072279488,4578,Wiscasset
,WINTHROP,Massachusetts,MA,2513170,4,Prekindergarten,12th Grade,1865,6178465500,2152,Winthrop
,WINTHROP HARBOR SD 1,Illinois,IL,1742900,2,Prekindergarten,8th Grade,570,8477313085,60096,Winthrop Harbor
,WINTHROP PUBLIC SCHOOLS,Maine,ME,2313970,3,Prekindergarten,12th Grade,802,2073772296,4364,Winthrop
,WINTON,California,CA,642960,4,Kindergarten,8th Grade,1944,2093576175,95388,Winton
,WINTON WOODS CITY,Ohio,OH,3904408,6,Prekindergarten,12th Grade,3755,5136192300,45240,Cincinnati
,WIRT COUNTY SCHOOLS,West Virginia,WV,5401590,3,Prekindergarten,12th Grade,948,3042754279,26143,ELIZABETH
,WISCASSET PUBLIC SCHOOLS,Maine,ME,2313980,2,Prekindergarten,12th Grade,454,2078824104,4578,Wiscasset
,WISCONSIN DELLS SCHOOL DISTRICT,Wisconsin,WI,5517040,5,Prekindergarten,12th Grade,1728,6082547769,53965,Wisconsin Dells
,WISCONSIN DEPARTMENT OF CORRECTIONS,Wisconsin,WI,5500035,32,6th Grade,12th Grade,101,6082662473,53704,Madison
,WISCONSIN DEPARTMENT OF HEALTH SERVICES,Wisconsin,WI,5500036,5,Prekindergarten,12th Grade,30,6082675150,53707,Madison
,WISCONSIN DEPT OF PUBLIC INSTRUCTION,Wisconsin,WI,5500037,2,Prekindergarten,12th Grade,0,8004414563,53707,Madison
,WISCONSIN HEIGHTS SCHOOL DISTRICT,Wisconsin,WI,5501230,4,Prekindergarten,12th Grade,738,6087672595,53560,Mazomanie
,WISCONSIN RAPIDS SCHOOL DISTRICT,Wisconsin,WI,5517070,12,Prekindergarten,12th Grade,4985,7154246701,54494,Wisconsin Rapids
,WISDOM ELEM,Montana,MT,3028500,1,Prekindergarten,8th Grade,9,4066893227,59761,Wisdom
,WISE CO PBLC SCHS,Virginia,VA,5104080,13,Prekindergarten,12th Grade,5542,2763288017,24293,Wise
,WISE RIVER ELEM,Montana,MT,3010820,1,Prekindergarten,8th Grade,13,4068323214,59762,Wise River
,WISEBURN UNIFIED,CALIFORNIA,CA,601428,5,Kindergarten,12th Grade,2498,3107252101,90245,El Segundo
,WISH ACADEMY HIGH DISTRICT,CALIFORNIA,CA,601569,1,9th Grade,12th Grade,272,3107436990,90045,Los Angeles
,WISH COMMUNITY DISTRICT,CALIFORNIA,CA,602213,1,Kindergarten,8th Grade,772,3106429474,90045,Los Angeles
,WISHEK 19,North Dakota,ND,3820190,2,Prekindergarten,12th Grade,219,7014522892,58495,Wishek
,WISHKAH VALLEY SCHOOL DISTRICT,Washington,WA,5309990,1,Kindergarten,12th Grade,146,3605323128,98520,Aberdeen
,WISHRAM SCHOOL DISTRICT,Washington,WA,5310020,1,Prekindergarten,12th Grade,63,5097482551,98673,WISHRAM
,WISNER-PILGER PUBLIC SCHOOLS,Nebraska,NE,3100008,2,Prekindergarten,12th Grade,433,4025293249,68791,WISNER
,WISSAHICKON CS,Pennsylvania,PA,4200106,1,Kindergarten,8th Grade,964,2673381020,19144,Philadelphia
,WISSAHICKON SD,Pennsylvania,PA,4202400,6,Kindergarten,12th Grade,4816,2156198000,19002,Ambler
,WISTER,Oklahoma,OK,4032970,2,Prekindergarten,12th Grade,487,9186553132,74966,Wister
,WITTENBERG-BIRNAMWOOD SCHOOL DISTRICT,Wisconsin,WI,5517100,3,Prekindergarten,12th Grade,1137,7152532213,54499,Wittenberg
,WOBURN,Massachusetts,MA,2513200,10,Prekindergarten,12th Grade,4279,7819378233,1801,Woburn
,WODEN ISD,Texas,TX,4846320,3,Prekindergarten,12th Grade,764,9365642073,75978,NACOGDOCHES
,WOLCOTT SCHOOL DISTRICT,Vermont,VT,5009390,1,Prekindergarten,12th Grade,111,8024726551,5680,Wolcott
,WOLCOTT SCHOOL DISTRICT,Connecticut,CT,905280,5,Prekindergarten,12th Grade,2151,2038798183,6716,Wolcott
,WOLF BRANCH SD 113,Illinois,IL,1742960,2,Prekindergarten,8th Grade,703,6182772100,62226,Swansea
,WOLF CREEK ELEM,Montana,MT,3028550,1,Prekindergarten,6th Grade,11,4062354241,59648,Wolf Creek
,WOLF CREEK LOCAL,Ohio,OH,3905051,2,Kindergarten,12th Grade,588,7409842373,45786,Waterford
,WOLF POINT ELEM,Montana,MT,3028590,3,Prekindergarten,8th Grade,502,4066532361,59201,Wolf Point
,WOLF POINT H S,Montana,MT,3028620,1,9th Grade,12th Grade,245,4066532361,59201,Wolf Point
,WOLFE CITY ISD,Texas,TX,4846350,3,Prekindergarten,12th Grade,641,9034962112,75496,WOLFE CITY
,WOLFE COUNTY,Kentucky,KY,2105970,7,Kindergarten,12th Grade,1155,6066688002,41301,Campton
,WOLI/AKII'GIKINOO'AMAADING ENVIRONMENTAL SCHOOL AGENCY,WISCONSIN,WI,5500086,1,6th Grade,12th Grade,10,7156348924,54843,Hayward
,WOLSEY WESSINGTON SCHOOL DISTRICT 02-6,South Dakota,SD,4680100,3,Prekindergarten,12th Grade,376,6058834221,57384,Wolsey
,WOLVERINE COMMUNITY SCHOOL DISTRICT,Michigan,MI,2636480,2,Kindergarten,12th Grade,254,2315258201,49799,WOLVERINE
,WONDERFUL COLLEGE PREP ACADEMY - LOST HILLS DISTRICT,CALIFORNIA,CA,601853,1,Kindergarten,12th Grade,412,6617972220,93249,Lost Hills
,WONDERFUL COLLEGE PREP ACADEMY DISTRICT,CALIFORNIA,CA,602315,1,Kindergarten,12th Grade,1973,6617212887,93215,Delano
,WONDERVIEW SCHOOL DISTRICT,Arkansas,AR,514370,2,Prekindergarten,12th Grade,461,5013540211,72063,HATTIEVILLE
,WONEWOC-UNION CENTER SCHOOL DISTRICT,Wisconsin,WI,5517130,4,Prekindergarten,12th Grade,335,6084643165,53968,Wonewoc
,WOOD COUNTY ESC,Ohio,OH,3905066,0,Prekindergarten,Prekindergarten,0,4193549010,43402,BOWLING GREEN
,WOOD COUNTY SCHOOLS,West Virginia,WV,5401620,26,Prekindergarten,12th Grade,11864,3044209663,26101,PARKERSBURG
,WOOD DALE SD 7,Illinois,IL,1743020,4,Prekindergarten,8th Grade,992,6305959510,60191,Wood Dale
,WOOD RIVER RURAL SCHOOLS,Nebraska,NE,3178940,3,Prekindergarten,12th Grade,501,3085832249,68883,WOOD RIVER
,WOOD RIVER-HARTFORD ESD 15,Illinois,IL,1743050,3,Prekindergarten,8th Grade,618,6182540607,62095,Wood River
,WOOD-RIDGE SCHOOL DISTRICT,New Jersey,NJ,3418300,3,Prekindergarten,12th Grade,1249,2019336777,7075,Wood-Ridge
,WOODALL,Oklahoma,OK,4033090,1,Prekindergarten,8th Grade,378,9184585444,74464,Tahlequah
,WOODBINE COMM SCHOOL DISTRICT,Iowa,IA,1931920,2,Prekindergarten,12th Grade,519,7126472411,51579,Woodbine
,WOODBINE SCHOOL DISTRICT,New Jersey,NJ,3418090,1,Prekindergarten,8th Grade,215,6098615174,8270,Woodbine
,WOODBRIDGE SCHOOL DISTRICT,Delaware,DE,1001850,4,Prekindergarten,12th Grade,2478,3023377990,19933,Bridgeville
,WOODBRIDGE SCHOOL DISTRICT,Connecticut,CT,905310,1,Prekindergarten,6th Grade,816,2033876631,6525,Woodbridge
,WOODBRIDGE TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3418120,25,Prekindergarten,12th Grade,13860,7326028550,7095,WOODBRIDGE
,WOODBURN SD 103,Oregon,OR,4113530,12,Prekindergarten,12th Grade,5368,5039819555,97071,Woodburn
,WOODBURY CENTRAL COMM SCHOOL DISTRICT,Iowa,IA,1931950,3,Prekindergarten,12th Grade,584,7128733128,51039,Moville
,WOODBURY CITY PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3418150,4,Prekindergarten,12th Grade,1630,8568530123,8096,Woodbury
,WOODBURY HEIGHTS PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3418180,1,Prekindergarten,6th Grade,237,8568482610,8097,Woodbury Heights
,WOODBURY LEADERSHIP ACADEMY,MINNESOTA,MN,2700401,1,Kindergarten,8th Grade,564,6513792641,55125,WOODBURY
,WOODCLIFF LAKE SCHOOL DISTRICT,New Jersey,NJ,3418210,2,Prekindergarten,8th Grade,697,2019305600,7677,Woodcliff Lake
,WOODFORD COUNTY,Kentucky,KY,2106000,7,Prekindergarten,12th Grade,4034,8598794600,40383,Versailles
,WOODFORD CTY SPECIAL ED ASSOC,ILLINOIS,IL,1701437,10,–,–,†,3093674901,61548,Metamora
,WOODHAVEN-BROWNSTOWN SCHOOL DISTRICT,Michigan,MI,2636485,10,Prekindergarten,12th Grade,5521,7347892357,48183,WOODHAVEN
,WOODLAKE UNIFIED,California,CA,601418,6,Kindergarten,12th Grade,2069,5595648081,93286,Woodlake
,WOODLAND,Oklahoma,OK,4030048,3,Prekindergarten,12th Grade,390,9186423297,74637,Fairfax
,WOODLAND CCSD 50,Illinois,IL,1743110,4,Prekindergarten,8th Grade,5118,8475965601,60031,Gurnee
,WOODLAND CUSD 5,Illinois,IL,1738070,2,Prekindergarten,12th Grade,459,8156725974,61364,Streator
,WOODLAND HILLS SD,Pennsylvania,PA,4216500,5,Prekindergarten,12th Grade,3174,4127311300,15104,N. Braddock
,WOODLAND JOINT UNIFIED,California,CA,643080,19,Kindergarten,12th Grade,9658,5306620201,95695,Woodland
,WOODLAND PARK ACADEMY,Michigan,MI,2600076,1,Kindergarten,8th Grade,326,8106954710,48439,GRAND BLANC
,WOODLAND PARK SCHOOL DISTRICT,New Jersey,NJ,3417640,4,Prekindergarten,8th Grade,1185,9733177700,7424,Woodland Park
,WOODLAND PARK SCHOOL DISTRICT NO. RE-2,Colorado,CO,807380,5,Prekindergarten,12th Grade,2055,7196862000,80866,WOODLAND PARK
,WOODLAND PUBLIC SCHOOLS,Maine,ME,2314010,1,Prekindergarten,12th Grade,151,2074988436,4736,Woodland
,WOODLAND R-IV,Missouri,MO,2919350,3,Prekindergarten,12th Grade,813,5732383343,63764,MARBLE HILL
,WOODLAND SCHOOL,Michigan,MI,2600078,1,Kindergarten,8th Grade,209,2319477474,49686,TRAVERSE CITY
,WOODLAND SCHOOL DISTRICT,Washington,WA,5310050,7,Prekindergarten,12th Grade,2415,3608412700,98674,WOODLAND
,WOODLAND STAR CHARTER DISTRICT,CALIFORNIA,CA,601972,1,Kindergarten,8th Grade,244,7079963849,95476,Sonoma
,WOODLAND TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3418240,1,Prekindergarten,8th Grade,120,6097261230,8019,Chatsworth
,WOODLANDS SCHOOL - STATE STREET CAMPUS AGENCY,Wisconsin,WI,5500070,1,Prekindergarten,8th Grade,273,4149372000,53208,Milwaukee
,WOODLANDS SCHOOL AGENCY,Wisconsin,WI,5500113,1,Prekindergarten,8th Grade,347,4144751600,53208,Milwaukee
,WOODLAWN SCHOOL DISTRICT,Arkansas,AR,514400,2,Kindergarten,12th Grade,547,8703578108,71665,RISON
,WOODLAWN UNIT SCHOOL DISTRICT 209,ILLINOIS,IL,1701422,2,Prekindergarten,12th Grade,531,6187352631,62898,Woodlawn
,WOODLIN SCHOOL DISTRICT NO. R-104,Colorado,CO,807410,2,Prekindergarten,12th Grade,78,9703862223,80757,WOODROW
,WOODLYNNE SCHOOL DISTRICT,New Jersey,NJ,3418270,1,Prekindergarten,8th Grade,396,8569628822,8107,Woodlynne
,WOODMAN ELEM,Montana,MT,3028650,2,Prekindergarten,8th Grade,38,4062736770,59847,Lolo
,WOODMORE LOCAL,Ohio,OH,3904957,3,Prekindergarten,12th Grade,912,4198621060,43416,Elmore
,WOODRIDGE LOCAL,Ohio,OH,3904997,3,Prekindergarten,12th Grade,1968,3309289074,44264,Peninsula
,WOODRIDGE SD 68,Illinois,IL,1717040,7,Prekindergarten,8th Grade,2789,6307956800,60517,Woodridge
,WOODRUFF J1 SCHOOL DISTRICT,Wisconsin,WI,5517160,1,Prekindergarten,8th Grade,530,7153563282,54568,Arbor Vitae
,WOODS CHARTER SCHOOL,North Carolina,NC,3700053,1,Kindergarten,12th Grade,509,9199608353,27516,Chapel Hill
,WOODSBORO ISD,Texas,TX,4846380,2,Prekindergarten,12th Grade,428,3615434518,78393,WOODSBORO
,WOODSIDE ELEMENTARY,California,CA,643140,1,Kindergarten,8th Grade,369,6508511571,94062,Woodside
,WOODSON,Kansas,KS,2013110,2,Prekindergarten,12th Grade,444,6206258804,66783,Yates Center
,WOODSON ISD,Texas,TX,4846410,1,Prekindergarten,12th Grade,161,9403456528,76491,WOODSON
,WOODSTOCK CUSD 200,Illinois,IL,1743330,12,Prekindergarten,12th Grade,5959,8153375406,60098,Woodstock
,WOODSTOCK SCHOOL DISTRICT,Connecticut,CT,905370,2,Prekindergarten,8th Grade,789,8609287453,6281,Woodstock
,WOODSTOWN-PILESGROVE REGIONAL SCHOOL DISTRICT,New Jersey,NJ,3418330,4,Prekindergarten,12th Grade,1425,8567690144,8098,Woodstown
,WOODVILLE ISD,Texas,TX,4846440,4,Prekindergarten,12th Grade,1236,4092833752,75979,WOODVILLE
,WOODVILLE PUBLIC SCHOOLS,Maine,ME,2314040,0,Kindergarten,12th Grade,0,2077463500,4430,East Millinocket
,WOODVILLE UNION ELEMENTARY,California,CA,643170,1,Kindergarten,8th Grade,422,5596869712,93257,Porterville
,WOODWARD,Oklahoma,OK,4033180,7,Prekindergarten,12th Grade,2497,5802566063,73802,Woodward
,WOODWARD LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,CA,602333,1,Kindergarten,6th Grade,93,9092661762,92411,San Bernardino
,WOODWARD-GRANGER COMM SCHOOL DISTRICT,Iowa,IA,1932010,5,Prekindergarten,12th Grade,1192,5159998022,50109,Granger
,WOONSOCKET,Rhode Island,RI,4401200,10,Prekindergarten,12th Grade,5742,4017674608,2895,Woonsocket
,WOONSOCKET SCHOOL DISTRICT 55-4,South Dakota,SD,4680190,2,Prekindergarten,12th Grade,271,6057964431,57385,Woonsocket
,WOOSTER CITY,Ohio,OH,3910032,7,Prekindergarten,12th Grade,3273,3302640869,44691,Wooster
,WORCESTER,Massachusetts,MA,2513230,45,Prekindergarten,12th Grade,23986,5087993115,1609,Worcester
,WORCESTER CENTRAL SCHOOL DISTRICT,New York,NY,3631740,1,Prekindergarten,12th Grade,328,6073978785,12197,WORCESTER
,WORCESTER COUNTY PUBLIC SCHOOLS,Maryland,MD,2400720,14,Prekindergarten,12th Grade,6711,4106325000,21841,Newark
,WORLD LEARNER CHARTER SCHOOL,Minnesota,MN,2700116,1,1st Grade,8th Grade,200,9523687398,55318,CHASKA
,WORTH CO. R-III,Missouri,MO,2932300,2,Prekindergarten,12th Grade,276,6605643389,64456,GRANT CITY
,WORTH COUNTY,Georgia,GA,1305850,5,Prekindergarten,12th Grade,3148,2297768600,31791,Sylvester
,WORTH SD 127,Illinois,IL,1743380,4,Prekindergarten,8th Grade,1084,7084482800,60482,Worth
,WORTHAM ISD,Texas,TX,4846470,3,Prekindergarten,12th Grade,495,2547653095,76693,WORTHAM
,WORTHINGTON,Massachusetts,MA,2513260,1,Prekindergarten,6th Grade,63,4132385856,1098,Worthington
,WORTHINGTON CITY,Ohio,OH,3904513,18,Prekindergarten,12th Grade,10530,6144506000,43085,Worthington
,WORTHINGTON PUBLIC SCHOOL DISTRICT,Minnesota,MN,2744160,7,Prekindergarten,12th Grade,3364,5073722172,56187,WORTHINGTON
,WRANGELL PUBLIC SCHOOL DISTRICT,Alaska,AK,200810,3,Prekindergarten,12th Grade,181,9078742347,99929,Wrangell
,WRAY RD-2 SCHOOL DISTRICT,Colorado,CO,800017,2,Prekindergarten,12th Grade,747,9703325764,80758,WRAY
,WRENSHALL PUBLIC SCHOOL DISTRICT,Minnesota,MN,2744190,2,Prekindergarten,12th Grade,364,2183844274,55797,WRENSHALL
,WRENTHAM,Massachusetts,MA,2513290,2,Prekindergarten,6th Grade,862,5083845430,2093,Wrentham
,WRIGHT CITY,Oklahoma,OK,4033210,3,Prekindergarten,12th Grade,471,5809812824,74766,Wright City
,WRIGHT CITY R-II OF WARREN CO.,Missouri,MO,2932310,5,Prekindergarten,12th Grade,1687,6367457200,63390,WRIGHT CITY
,WRIGHT ELEMENTARY,California,CA,643200,3,Kindergarten,8th Grade,1308,7075420550,95407,Santa Rosa
,WRIGHT TECHNICAL CENTER,Minnesota,MN,2700036,3,Kindergarten,12th Grade,81,7636824112,55313,BUFFALO
,WRIGHTSTOWN COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,5517190,3,Prekindergarten,12th Grade,1339,9205325551,54180,Wrightstown
,WSC ACADEMY,Michigan,MI,2601006,1,9th Grade,12th Grade,49,7347940218,48197,Ypsilanti
,WV SCHOOLS FOR THE DEAF AND THE BLIND,West Virginia,WV,5401621,2,Prekindergarten,12th Grade,90,3045581598,26757,ROMNEY
,WYALUSING AREA SD,Pennsylvania,PA,4226700,2,Kindergarten,12th Grade,1291,5707461600,18853,Wyalusing
,WYANDANCH UNION FREE SCHOOL DISTRICT,New York,NY,3631800,4,Prekindergarten,12th Grade,2787,6318700401,11798,WYANDANCH
,WYANDOTTE,Oklahoma,OK,4033240,3,Prekindergarten,12th Grade,725,9186782255,74370,Wyandotte
,WYANDOTTE COMPREHENSIVE SP. ED. COOP.,KANSAS,KS,2000366,0,†,†,0,9136274372,66104,Kansas City
,WYANDOTTE SCHOOL DISTRICT OF THE CITY OF,Michigan,MI,2636540,9,Prekindergarten,12th Grade,4495,7347596002,48192,WYANDOTTE
,WYCKOFF TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3418360,5,Prekindergarten,8th Grade,1932,2018485700,7481,Wyckoff
,WYLIE ISD,Texas,TX,4846500,7,Prekindergarten,12th Grade,4910,3256924353,79606,ABILENE
,WYLIE ISD,Texas,TX,4846530,20,Prekindergarten,12th Grade,17482,9724293000,75098,WYLIE
,WYNANTSKILL UNION FREE SCHOOL DISTRICT,New York,NY,3631830,1,Prekindergarten,8th Grade,370,5182834679,12180,TROY
,WYNDMERE 42,North Dakota,ND,3820310,2,Prekindergarten,12th Grade,260,7014392287,58081,Wyndmere
,WYNFORD LOCAL,Ohio,OH,3904652,3,Prekindergarten,12th Grade,1155,4195627828,44820,Bucyrus
,WYNNE SCHOOL DISTRICT,Arkansas,AR,514430,4,Kindergarten,12th Grade,2568,8702385000,72396,WYNNE
,WYNNEWOOD,Oklahoma,OK,4033300,3,Prekindergarten,12th Grade,698,4056652004,73098,Wynnewood
,WYNONA,Oklahoma,OK,4033330,2,Prekindergarten,12th Grade,101,9188462467,74084,Wynona
,WYNOT PUBLIC SCHOOLS,Nebraska,NE,3178990,3,Prekindergarten,12th Grade,188,4023572121,68792,WYNOT
,WYOLA ELEM,Montana,MT,3028800,2,Prekindergarten,8th Grade,79,4063432722,59089,Wyola
,WYOMING AREA SD,Pennsylvania,PA,4226730,4,Kindergarten,12th Grade,2069,5706553733,18643,Exeter
,WYOMING BEHAVIORAL INSTITUTE - ADMINISTRATION OFFICE,Wyoming,WY,5680253,1,Kindergarten,12th Grade,11,3072377444,82609,Casper
,WYOMING CENTRAL SCHOOL DISTRICT,New York,NY,3631860,1,Kindergarten,8th Grade,124,5854956222,14591,WYOMING
,WYOMING CITY,Ohio,OH,3904514,5,Kindergarten,12th Grade,1930,5132067000,45215,Wyoming
,WYOMING COUNTY SCHOOLS,West Virginia,WV,5401650,14,Prekindergarten,12th Grade,3681,3047326262,24874,PINEVILLE
,WYOMING DEPARTMENT OF FAMILY SERVICES,Wyoming,WY,5680251,2,Kindergarten,12th Grade,21,3077777734,82002,Cheyenne
,WYOMING DEPARTMENT OF HEALTH,Wyoming,WY,5600005,0,6th Grade,12th Grade,0,3077777656,82002,Cheyenne
,WYOMING PUBLIC SCHOOLS,Michigan,MI,2636570,8,Prekindergarten,12th Grade,4037,6165318944,49519,WYOMING
,WYOMING VALLEY WEST SD,Pennsylvania,PA,4225950,7,Kindergarten,12th Grade,4612,5702886551,18704,Kingston
,WYOMISSING AREA SD,Pennsylvania,PA,4226760,3,Kindergarten,12th Grade,1854,6103740739,19610,Wyomissing
,WYTHE CO PBLC SCHS,Virginia,VA,5104110,13,Prekindergarten,12th Grade,3857,2762285411,24382,Wytheville
